male,age_categorical,married,education_categorical,race_categorical,alc_outlet_density,binge_drink,neighborhood_id
1,2,0,4,3,75,0,13
0,2,1,2,1,75,0,13
1,3,0,4,2,75,0,13
0,3,1,3,1,75,0,13
0,4,0,2,3,75,0,13
1,4,1,1,1,75,0,13
1,2,0,3,4,75,0,13
1,2,0,2,1,75,0,13
0,5,1,3,1,75,0,13
0,2,1,3,1,75,0,13
1,5,1,3,3,75,0,13
0,1,0,3,3,75,0,13
1,3,0,4,2,75,0,13
1,3,0,1,3,75,1,13
0,3,0,3,2,75,0,13
1,6,0,2,1,75,0,13
0,2,0,1,4,75,0,13
0,2,0,2,1,75,0,13
0,4,1,3,1,75,0,13
0,6,1,4,1,75,0,13
0,1,0,3,4,75,0,13
0,2,0,2,4,75,0,13
1,2,0,3,3,75,0,13
0,2,1,1,3,75,0,13
0,4,1,1,2,75,0,13
0,4,1,3,4,75,0,13
0,4,0,1,1,75,0,13
1,4,0,3,2,75,0,13
0,1,0,2,1,75,0,13
0,4,0,4,1,75,0,13
1,4,1,1,1,75,0,13
0,3,1,1,3,75,0,13
1,1,0,2,4,75,0,13
0,5,0,3,3,75,0,13
0,2,0,2,3,75,0,13
0,6,0,2,3,75,0,13
0,3,0,1,2,75,0,13
1,1,0,2,3,75,1,13
1,1,1,3,2,75,0,13
1,5,0,3,2,75,0,13
0,6,0,1,1,75,0,13
1,4,0,2,3,75,0,13
0,2,0,2,1,75,0,13
0,2,0,2,2,75,0,13
1,3,0,3,3,75,0,13
0,3,0,2,3,75,0,13
1,1,0,3,3,75,0,13
1,4,0,1,2,75,0,13
0,1,0,1,3,75,0,13
1,3,0,1,1,75,0,13
0,3,0,2,1,75,0,13
0,1,0,3,4,75,0,13
0,6,0,3,3,75,0,13
1,6,0,3,2,75,0,13
0,5,0,4,1,75,0,13
1,4,0,1,3,75,1,13
0,4,0,4,2,75,0,13
1,2,0,3,1,75,0,13
1,4,1,3,4,75,0,13
1,4,0,2,1,75,0,13
0,6,0,3,3,75,0,13
0,3,1,3,4,75,0,13
0,3,0,3,1,75,0,13
0,6,1,2,4,75,0,13
1,5,0,3,4,75,0,13
0,2,0,2,2,75,0,13
0,3,0,4,1,75,0,13
0,3,1,3,4,75,0,13
0,1,1,1,3,75,0,13
1,5,1,3,1,75,0,13
1,5,0,2,4,75,0,13
1,5,0,3,4,75,0,13
0,2,0,4,3,75,0,13
0,2,1,3,1,75,0,13
0,2,0,2,1,75,0,13
1,6,0,4,4,75,0,13
0,4,0,3,1,75,0,13
0,2,1,3,1,75,0,13
1,6,1,3,4,75,0,13
0,2,0,4,3,75,0,13
0,4,0,2,1,75,0,13
1,4,1,3,2,75,0,13
0,5,0,2,3,75,0,13
0,5,0,4,1,78,0,14
0,3,0,1,3,78,0,14
0,1,1,1,2,78,0,14
0,5,0,1,1,78,0,14
0,5,0,3,1,78,0,14
0,1,1,4,2,78,0,14
0,2,0,3,3,78,0,14
0,3,1,1,3,78,0,14
1,5,1,2,1,78,0,14
0,5,0,4,1,78,0,14
0,3,0,4,1,78,0,14
0,6,1,3,1,78,0,14
1,5,0,4,3,78,0,14
1,6,1,2,3,78,0,14
0,4,1,3,2,78,0,14
0,4,0,3,3,78,0,14
1,3,0,3,1,78,0,14
1,1,1,4,1,78,0,14
0,1,0,2,1,78,0,14
1,3,0,4,1,78,0,14
0,4,1,2,2,78,0,14
0,5,0,3,2,78,0,14
0,6,1,1,4,78,0,14
0,3,1,3,3,78,0,14
1,6,1,2,3,78,0,14
1,6,0,2,1,78,0,14
0,3,1,1,1,78,0,14
1,4,0,3,3,78,1,14
1,6,1,2,1,78,0,14
0,2,1,3,1,78,0,14
1,2,0,2,4,78,1,14
1,3,1,3,2,78,0,14
1,3,0,1,2,78,1,14
1,5,0,2,1,78,1,14
0,4,0,1,2,78,0,14
0,1,0,1,1,78,0,14
1,3,0,2,1,78,0,14
1,2,0,2,2,78,0,14
1,6,1,2,3,78,0,14
0,2,0,1,3,78,1,14
0,3,0,1,1,78,0,14
0,2,1,3,3,78,0,14
1,2,0,1,4,78,1,14
1,6,1,4,3,78,0,14
0,3,0,4,1,78,0,14
0,2,0,2,4,78,0,14
0,1,0,2,1,78,0,14
0,1,0,3,2,78,0,14
1,4,0,3,3,78,0,14
0,2,1,2,4,78,0,14
0,4,1,2,1,78,0,14
1,2,0,2,2,78,0,14
1,5,0,4,1,78,0,14
0,2,1,4,2,78,0,14
0,2,0,2,4,78,0,14
1,4,0,4,1,78,0,14
0,3,0,2,2,78,0,14
0,4,1,2,2,78,0,14
1,3,0,4,1,78,0,14
1,3,0,2,1,78,0,14
0,5,0,2,3,78,0,14
0,4,0,3,3,78,0,14
0,5,1,4,1,78,0,14
0,5,0,3,3,78,0,14
1,4,1,1,1,78,0,14
1,5,0,3,1,78,1,14
0,4,0,2,4,78,1,14
1,5,0,2,3,78,0,14
0,3,0,2,4,78,0,14
0,6,1,4,1,78,0,14
0,5,0,1,1,78,0,14
0,2,1,4,1,78,0,14
0,1,1,4,2,78,0,14
1,5,1,1,3,78,0,14
1,3,0,2,1,78,1,14
1,4,0,4,3,78,0,14
1,5,1,3,3,78,0,14
0,5,0,1,1,78,0,14
1,2,1,2,3,78,0,14
1,4,0,4,2,78,0,14
0,3,0,4,3,78,0,14
0,2,1,4,1,78,0,14
1,4,0,3,4,78,0,14
1,4,0,3,3,78,0,14
1,5,0,3,1,78,0,14
1,4,0,1,1,78,1,14
1,4,0,3,1,78,0,14
0,6,0,3,2,78,0,14
1,5,0,1,4,78,0,14
0,2,0,2,1,78,0,14
0,1,0,2,1,78,0,14
1,4,0,1,3,78,0,14
0,4,0,2,2,78,0,14
0,5,0,3,4,78,0,14
0,1,1,1,2,78,0,14
0,4,0,4,4,78,0,14
0,5,1,3,3,78,0,14
0,4,1,1,3,78,0,14
0,6,0,4,4,78,0,14
0,5,0,3,3,78,0,14
0,4,1,4,1,78,0,14
0,4,1,2,1,78,0,14
1,4,0,1,1,78,0,14
1,5,0,3,1,78,0,14
0,4,0,1,1,78,0,14
0,2,0,2,3,78,0,14
1,1,1,2,4,78,0,14
1,3,0,1,1,78,0,14
1,1,0,1,3,78,0,14
1,4,1,2,2,78,0,14
1,5,0,4,1,78,0,14
1,6,1,2,1,78,0,14
0,4,1,1,2,81,0,15
0,5,0,3,1,81,0,15
0,3,0,1,1,81,1,15
0,3,0,3,3,81,0,15
0,2,1,2,3,81,0,15
0,2,0,3,1,81,0,15
0,5,0,3,2,81,0,15
0,4,0,2,2,81,0,15
1,5,0,1,2,81,1,15
1,2,1,2,1,81,0,15
1,4,0,3,3,81,1,15
0,2,0,3,3,81,0,15
1,5,0,3,1,81,0,15
0,4,0,2,2,81,0,15
0,2,0,3,2,81,0,15
0,3,0,1,3,81,0,15
1,3,0,2,1,81,0,15
1,3,0,2,4,81,0,15
1,2,0,3,1,81,0,15
0,2,1,1,1,81,0,15
0,6,0,4,4,81,0,15
1,2,0,3,1,81,0,15
1,1,0,2,2,81,0,15
0,2,1,4,2,81,0,15
1,6,0,2,3,81,0,15
1,2,0,3,1,81,0,15
0,4,1,2,3,81,0,15
0,6,0,2,4,81,0,15
1,5,1,2,2,81,0,15
0,2,1,3,3,81,0,15
0,5,0,3,2,81,0,15
0,2,0,2,1,81,0,15
1,2,0,1,1,81,1,15
0,2,0,1,4,81,0,15
1,2,1,1,1,81,0,15
1,1,0,3,1,81,0,15
1,4,1,2,1,81,0,15
0,5,1,4,3,81,0,15
0,4,0,1,3,81,0,15
0,4,0,1,1,81,0,15
1,4,1,3,1,81,0,15
1,3,0,1,1,81,1,15
1,5,1,2,1,81,0,15
1,2,0,1,1,81,0,15
1,2,0,2,1,81,0,15
1,5,0,4,3,81,1,15
1,6,1,1,2,81,0,15
0,5,0,3,3,81,0,15
1,4,0,4,1,81,0,15
1,4,1,2,2,81,0,15
1,5,0,2,1,81,0,15
0,3,1,2,2,81,0,15
1,2,1,4,1,81,0,15
0,2,0,3,3,81,0,15
1,2,1,2,2,81,0,15
0,2,0,2,1,81,0,15
1,2,0,2,2,81,1,15
0,4,0,3,2,81,0,15
0,2,0,1,1,81,0,15
0,3,0,4,1,81,0,15
0,4,0,2,2,81,0,15
0,1,0,3,1,81,0,15
0,5,1,2,3,81,0,15
1,2,0,1,2,81,1,15
0,5,1,3,2,81,0,15
0,6,1,4,1,81,0,15
1,4,0,1,3,81,1,15
0,4,0,3,3,81,0,15
1,2,1,4,1,81,0,15
0,2,1,3,1,81,0,15
1,3,0,1,1,81,0,15
0,4,1,2,3,81,0,15
1,3,1,2,4,81,0,15
0,5,0,3,4,81,0,15
0,4,0,2,2,81,0,15
1,3,0,4,1,81,0,15
0,6,1,4,4,81,0,15
1,6,0,2,1,81,0,15
1,2,0,4,3,81,0,15
0,4,0,2,1,81,0,15
0,1,0,2,3,81,0,15
1,2,0,4,1,81,0,15
1,2,0,1,1,81,1,15
0,4,1,2,1,81,0,15
0,5,0,2,4,81,0,15
1,5,0,3,2,81,0,15
0,1,0,1,1,81,0,15
0,5,1,4,1,81,0,15
1,4,0,4,2,81,0,15
1,3,0,3,1,81,0,15
0,4,0,4,3,81,0,15
1,4,0,1,2,81,1,15
0,2,0,4,1,81,0,15
0,2,1,2,2,81,0,15
1,4,0,4,3,81,0,15
0,5,0,1,3,81,0,15
0,1,0,2,2,81,1,15
1,4,0,4,4,81,0,15
1,5,0,2,1,81,0,15
0,3,0,3,1,81,0,15
1,6,1,3,3,81,0,15
0,1,1,3,3,81,0,15
0,3,0,3,1,81,0,15
0,4,1,2,3,81,0,15
1,1,0,1,1,81,1,15
1,2,0,2,2,81,0,15
0,4,0,2,1,81,0,15
0,1,1,2,2,81,0,15
0,1,0,4,3,81,0,15
1,5,0,2,1,81,1,15
0,6,0,4,1,81,0,15
1,3,1,3,4,81,0,15
0,5,0,3,4,81,0,15
1,1,0,3,1,81,0,15
1,3,0,3,1,81,0,15
0,1,1,3,2,81,0,15
0,2,0,3,2,81,0,15
1,5,0,1,2,81,0,15
1,5,0,2,2,81,1,15
0,4,0,3,1,84,0,16
0,1,0,3,2,84,0,16
0,6,0,3,3,84,0,16
1,5,1,3,1,84,1,16
1,2,1,4,1,84,0,16
0,4,1,3,3,84,0,16
0,4,1,2,1,84,0,16
0,3,0,1,2,84,0,16
0,2,1,3,3,84,0,16
1,2,0,3,2,84,0,16
1,2,1,2,3,84,0,16
1,6,1,2,1,84,0,16
0,2,1,3,1,84,0,16
0,3,0,2,1,84,0,16
0,5,1,2,1,84,0,16
1,3,0,1,1,84,1,16
0,3,1,3,3,84,0,16
1,3,1,1,3,84,0,16
1,5,0,3,1,84,0,16
0,5,0,2,1,84,0,16
1,5,1,3,2,84,0,16
1,2,0,2,1,84,0,16
0,4,0,2,1,84,0,16
0,5,0,2,1,84,0,16
1,6,0,3,2,84,0,16
0,5,1,3,3,84,0,16
1,3,1,2,1,84,0,16
0,2,1,3,1,84,0,16
0,3,0,2,1,84,1,16
1,5,1,2,3,84,0,16
0,2,1,2,3,84,0,16
0,4,1,4,3,84,0,16
1,6,0,4,4,84,0,16
1,3,0,3,1,84,0,16
0,3,1,3,2,84,0,16
1,4,1,2,1,84,0,16
0,4,0,4,1,84,0,16
0,6,0,3,3,84,0,16
1,2,0,3,1,84,0,16
1,2,1,4,4,84,0,16
1,5,0,3,1,84,0,16
1,2,0,4,3,84,0,16
0,1,0,4,3,84,0,16
1,5,0,3,2,84,0,16
0,3,1,2,1,84,0,16
0,2,0,3,1,84,0,16
0,4,0,3,1,84,0,16
0,5,1,2,2,84,0,16
1,2,1,3,1,84,0,16
0,1,1,4,4,84,0,16
1,4,0,2,3,84,0,16
1,1,1,4,2,84,0,16
1,4,0,2,1,84,1,16
0,3,0,3,1,84,0,16
0,2,1,3,2,84,0,16
1,6,0,3,1,84,0,16
0,4,0,4,3,84,0,16
0,1,0,2,3,84,0,16
0,5,1,2,1,84,0,16
0,2,0,3,2,84,0,16
1,3,0,4,1,84,0,16
0,4,0,2,3,84,0,16
1,4,1,4,1,84,0,16
1,3,1,3,3,84,0,16
0,5,1,1,1,84,0,16
0,3,0,3,3,84,0,16
0,2,0,3,4,84,0,16
0,4,0,1,1,84,0,16
1,6,1,4,2,84,0,16
0,5,0,3,3,84,0,16
0,3,0,3,3,84,0,16
1,5,1,2,2,84,0,16
1,5,0,1,1,84,1,16
1,1,1,2,3,84,0,16
0,5,0,3,2,84,0,16
1,5,0,3,4,84,0,16
0,4,0,2,1,84,0,16
1,3,0,3,1,84,0,16
0,3,1,2,1,84,0,16
1,5,1,2,1,84,0,16
1,3,1,1,2,84,0,16
0,4,1,4,3,84,0,16
1,2,0,3,4,84,0,16
0,1,1,3,3,84,0,16
0,3,1,1,2,84,0,16
0,5,1,2,4,84,0,16
1,3,0,1,1,84,0,16
0,5,1,2,3,84,0,16
1,2,0,2,2,84,0,16
0,4,0,1,3,84,0,16
0,5,1,2,1,84,0,16
0,3,0,3,1,84,0,16
0,1,0,1,1,84,0,16
0,1,0,3,2,84,0,16
1,2,0,2,1,84,0,16
0,3,0,2,3,84,0,16
0,5,0,4,4,84,0,16
0,5,0,3,1,84,0,16
0,2,0,3,4,84,0,16
0,5,0,2,2,84,0,16
0,1,1,3,3,84,0,16
0,2,0,2,1,84,0,16
1,4,0,3,2,84,0,16
1,2,1,4,2,84,0,16
0,1,0,3,4,84,0,16
1,3,1,3,1,84,0,16
0,2,0,2,2,84,0,16
0,3,1,2,1,84,0,16
0,6,0,3,4,84,0,16
0,2,1,1,3,84,0,16
0,1,1,2,3,87,0,17
0,5,1,1,1,87,0,17
1,5,0,3,3,87,0,17
0,5,1,1,2,87,0,17
0,5,0,3,2,87,0,17
1,4,1,3,2,87,0,17
0,6,0,4,2,87,0,17
0,2,0,3,4,87,0,17
1,1,1,4,3,87,0,17
0,5,0,1,2,87,1,17
0,3,0,2,1,87,0,17
0,5,0,2,3,87,0,17
0,6,0,4,3,87,0,17
1,2,1,3,1,87,0,17
0,5,1,2,3,87,0,17
1,3,0,2,3,87,1,17
1,2,1,3,3,87,0,17
0,5,0,1,2,87,1,17
1,5,0,4,1,87,0,17
1,6,1,1,4,87,0,17
0,6,1,3,2,87,0,17
0,3,0,3,2,87,0,17
0,2,0,4,2,87,0,17
0,1,0,4,3,87,0,17
1,3,0,2,1,87,1,17
1,6,0,2,1,87,0,17
0,5,0,3,2,87,1,17
1,4,0,2,3,87,0,17
1,4,0,1,4,87,1,17
0,5,0,3,1,87,0,17
0,4,0,4,1,87,0,17
1,2,0,2,3,87,0,17
1,4,0,1,1,87,0,17
0,4,0,3,3,87,0,17
0,1,0,2,2,87,0,17
0,1,0,1,2,87,0,17
0,2,0,2,1,87,1,17
1,2,1,3,2,87,0,17
1,2,0,4,1,87,0,17
1,3,0,1,4,87,1,17
1,3,0,2,1,87,1,17
0,2,0,3,4,87,1,17
1,4,1,4,2,87,0,17
1,4,0,1,1,87,0,17
1,2,1,1,1,87,0,17
0,5,0,1,3,87,0,17
1,4,0,4,1,87,0,17
0,2,0,3,1,87,0,17
0,5,0,3,1,87,0,17
0,4,0,3,1,87,0,17
1,2,0,2,1,87,1,17
1,5,0,4,1,87,0,17
0,1,0,3,3,87,0,17
1,2,0,2,3,87,0,17
0,6,1,2,1,87,0,17
1,5,0,2,4,87,0,17
0,1,0,3,1,87,0,17
1,2,1,3,1,87,0,17
0,5,0,3,3,87,0,17
1,3,0,2,1,87,0,17
0,3,1,1,4,87,0,17
1,1,0,4,3,87,0,17
1,3,0,3,1,87,0,17
1,2,0,3,1,87,1,17
0,4,0,3,4,87,0,17
1,5,0,3,2,87,0,17
0,3,1,4,4,87,0,17
0,4,0,2,2,87,0,17
0,2,0,3,2,87,0,17
1,3,1,4,2,87,0,17
1,3,0,1,2,87,0,17
1,3,1,4,3,87,0,17
1,2,0,1,1,87,0,17
1,2,1,3,3,87,0,17
0,5,0,2,1,87,0,17
1,4,1,2,3,87,0,17
1,4,0,1,1,87,0,17
0,3,0,2,3,87,0,17
1,2,0,1,3,87,1,17
1,3,0,2,1,87,0,17
0,2,0,2,1,87,0,17
1,3,0,4,1,87,0,17
1,6,1,4,2,87,0,17
1,5,1,2,4,87,0,17
1,2,1,2,3,87,0,17
1,1,1,4,3,87,0,17
1,5,1,4,2,87,0,17
1,2,0,2,1,87,0,17
0,5,0,2,3,87,0,17
0,3,0,4,2,87,0,17
1,1,1,1,4,87,0,17
1,4,0,1,1,87,1,17
1,1,0,2,2,87,0,17
1,6,0,4,3,87,0,17
0,3,0,1,4,87,0,17
1,1,0,2,4,87,0,17
1,5,0,3,2,87,0,17
0,1,0,2,3,87,0,17
0,2,0,1,3,87,1,17
1,1,1,2,4,87,0,17
1,2,0,2,3,87,1,17
1,5,1,2,1,90,0,18
0,3,1,3,1,90,0,18
1,6,0,4,1,90,0,18
0,3,0,4,1,90,0,18
1,5,1,2,3,90,0,18
0,4,1,3,4,90,0,18
0,3,0,1,3,90,0,18
1,5,0,3,4,90,1,18
0,1,0,2,1,90,0,18
0,3,1,3,1,90,0,18
0,4,0,3,1,90,0,18
1,4,1,3,1,90,0,18
0,5,0,2,1,90,0,18
1,4,0,2,1,90,0,18
0,3,1,2,3,90,0,18
1,6,1,2,2,90,0,18
0,3,1,4,2,90,0,18
0,4,1,2,3,90,0,18
1,2,1,4,1,90,0,18
1,6,0,1,4,90,1,18
1,4,0,3,1,90,0,18
1,2,0,2,3,90,1,18
0,4,0,3,2,90,0,18
0,5,1,4,3,90,0,18
0,5,1,2,2,90,0,18
1,3,0,1,3,90,1,18
1,5,0,2,4,90,0,18
0,3,0,3,2,90,0,18
1,4,0,3,1,90,1,18
0,5,1,1,1,90,0,18
0,4,0,3,3,90,1,18
1,3,0,3,1,90,0,18
0,2,0,1,2,90,0,18
0,1,0,2,2,90,0,18
0,5,0,3,3,90,0,18
0,5,1,2,3,90,0,18
1,1,1,2,1,90,0,18
1,2,1,1,3,90,0,18
0,2,0,4,4,90,0,18
0,3,0,2,3,90,0,18
0,5,0,4,2,90,0,18
1,2,0,2,1,90,1,18
1,2,0,1,1,90,1,18
0,4,0,1,2,90,0,18
1,5,1,3,3,90,0,18
0,3,0,3,3,90,0,18
0,1,1,1,1,90,0,18
1,3,1,4,3,90,0,18
0,3,1,3,3,90,0,18
1,3,0,2,3,90,0,18
1,5,0,4,2,90,1,18
1,2,1,3,1,90,0,18
1,6,0,3,2,90,0,18
0,5,0,3,4,90,0,18
1,3,0,1,1,90,1,18
0,3,0,3,2,90,0,18
1,4,0,2,1,90,0,18
1,4,0,3,4,90,0,18
0,5,0,2,2,90,0,18
0,6,1,4,2,90,0,18
1,5,1,3,1,90,0,18
1,2,0,2,1,90,1,18
0,4,0,4,4,90,0,18
1,3,0,3,3,90,0,18
1,4,1,2,2,90,0,18
0,1,1,2,2,90,0,18
1,4,0,2,3,90,1,18
1,5,1,3,4,90,0,18
1,5,0,3,3,90,0,18
0,2,0,2,1,90,0,18
1,5,0,1,1,90,1,18
0,5,1,3,3,90,0,18
1,4,1,4,4,90,0,18
1,1,1,2,1,90,0,18
1,5,1,3,1,90,0,18
0,2,1,4,1,90,0,18
1,6,1,4,1,90,0,18
1,4,0,2,3,90,0,18
1,5,1,3,3,90,0,18
0,5,0,3,2,90,0,18
1,2,0,2,1,90,0,18
1,3,1,2,1,90,0,18
0,5,0,1,1,90,0,18
1,6,0,2,2,90,0,18
1,1,0,3,1,90,0,18
0,2,0,4,2,90,0,18
1,3,0,3,1,90,0,18
0,2,1,3,1,90,0,18
1,4,0,3,2,90,0,18
0,4,0,2,2,90,0,18
1,5,0,3,1,90,0,18
1,3,0,2,1,90,0,18
0,2,1,3,1,90,0,18
0,2,0,3,2,90,0,18
1,6,1,2,3,90,0,18
1,5,0,2,1,90,0,18
1,2,0,3,3,90,0,18
1,2,0,3,1,90,0,18
0,4,0,3,4,90,0,18
0,4,1,2,1,90,0,18
0,4,0,1,1,90,0,18
0,5,0,2,3,90,0,18
0,6,0,2,2,90,0,18
0,3,1,3,2,90,0,18
1,5,1,4,3,90,0,18
1,4,0,1,2,90,1,18
1,2,0,2,1,90,0,18
1,4,0,2,4,90,0,18
0,3,1,2,3,90,0,18
1,4,1,2,2,90,0,18
0,2,0,1,1,90,0,18
0,4,0,2,1,90,0,18
0,1,0,2,2,90,0,18
0,2,0,2,2,90,0,18
1,5,1,1,2,90,0,18
1,6,1,3,3,93,0,19
0,5,1,2,2,93,0,19
0,2,0,4,1,93,0,19
1,4,0,1,3,93,0,19
1,5,0,1,2,93,1,19
1,3,0,1,2,93,1,19
0,3,1,4,1,93,0,19
0,4,0,1,2,93,1,19
0,3,0,2,1,93,0,19
1,4,1,3,3,93,0,19
0,5,1,2,2,93,0,19
0,5,1,3,1,93,0,19
1,2,0,3,3,93,0,19
0,1,0,1,1,93,0,19
1,3,1,3,3,93,0,19
1,5,0,3,2,93,1,19
1,5,0,2,2,93,1,19
0,3,0,4,1,93,0,19
0,1,0,3,1,93,0,19
0,2,0,2,1,93,0,19
1,4,1,2,4,93,0,19
0,2,0,3,1,93,0,19
0,5,1,3,1,93,0,19
0,3,1,1,3,93,0,19
0,3,1,4,1,93,0,19
1,5,0,3,3,93,0,19
0,4,0,1,3,93,0,19
0,5,1,3,2,93,0,19
0,3,1,2,3,93,0,19
1,3,1,1,3,93,0,19
0,3,1,3,1,93,0,19
0,5,0,2,1,93,0,19
1,5,0,2,2,93,0,19
0,2,0,4,3,93,0,19
0,4,0,3,2,93,0,19
0,5,0,4,1,93,0,19
1,2,1,4,1,93,0,19
1,2,0,3,1,93,0,19
1,5,0,3,1,93,1,19
1,5,0,4,4,93,0,19
1,4,0,2,2,93,1,19
0,3,0,1,1,93,0,19
1,3,0,3,2,93,0,19
0,3,0,1,2,93,1,19
0,2,0,1,2,93,0,19
1,3,0,1,2,93,0,19
0,1,0,4,2,93,0,19
0,1,0,1,1,93,0,19
1,2,0,3,3,93,0,19
0,5,0,2,1,93,0,19
1,4,0,2,1,93,0,19
1,4,1,4,3,93,0,19
1,1,0,1,4,93,1,19
0,2,0,2,2,93,0,19
0,5,0,3,3,93,0,19
1,4,0,4,2,93,0,19
0,2,1,2,3,93,0,19
0,6,0,2,3,93,0,19
0,3,0,2,1,93,0,19
0,2,1,4,1,93,0,19
0,2,1,2,4,93,0,19
1,3,0,3,2,93,0,19
1,5,1,1,3,93,0,19
1,1,0,3,1,93,0,19
0,5,0,3,2,93,0,19
1,4,0,3,4,93,0,19
1,5,1,4,4,93,0,19
1,4,0,4,1,93,0,19
1,3,0,3,1,93,0,19
0,6,0,3,3,93,0,19
1,1,0,3,2,93,0,19
0,4,0,2,1,93,0,19
0,1,1,1,1,93,0,19
1,4,1,2,2,93,0,19
1,2,0,3,1,93,0,19
0,3,0,3,4,93,0,19
0,2,0,2,3,93,0,19
1,5,0,2,2,93,0,19
1,2,0,3,2,93,0,19
1,5,0,3,1,93,1,19
0,6,1,3,4,93,0,19
0,2,0,1,4,93,0,19
1,4,0,3,2,93,0,19
0,5,1,2,3,93,0,19
1,5,1,1,4,93,0,19
0,4,0,4,1,93,0,19
0,3,1,4,1,93,0,19
0,5,0,3,1,93,0,19
0,5,0,4,1,93,0,19
0,4,0,1,2,93,0,19
0,1,0,3,4,93,0,19
0,2,1,4,2,93,0,19
1,1,1,4,1,93,0,19
1,4,1,3,1,93,0,19
1,3,0,2,3,93,0,19
0,4,0,3,2,93,0,19
1,2,0,3,1,93,0,19
0,5,1,2,1,93,0,19
1,4,0,4,3,93,0,19
1,6,0,2,1,93,1,19
1,2,0,3,3,93,0,19
0,3,1,2,3,93,0,19
0,5,0,1,1,93,0,19
1,4,0,4,3,93,0,19
1,4,1,2,1,93,0,19
0,1,0,1,1,93,0,19
0,4,1,2,2,93,0,19
0,2,0,3,3,93,1,19
0,2,0,4,4,93,0,19
1,3,0,3,2,93,1,19
1,5,1,3,2,93,0,19
1,3,1,1,1,93,1,19
1,3,0,2,1,93,1,19
1,4,0,1,2,93,0,19
0,4,0,3,3,93,0,19
1,3,0,3,3,93,0,19
1,2,1,3,3,93,0,19
0,4,0,3,2,93,0,19
1,3,0,2,1,93,0,19
1,5,0,2,1,93,0,19
1,2,0,3,3,93,0,19
0,6,1,3,4,93,0,19
0,5,1,2,4,93,0,19
1,6,1,4,3,93,0,19
0,3,0,2,3,93,0,19
1,2,1,3,1,93,0,19
1,4,0,2,1,93,0,19
1,3,1,2,2,93,1,19
0,3,0,1,3,96,0,20
1,1,0,4,1,96,0,20
1,3,1,3,4,96,0,20
0,4,1,2,2,96,0,20
1,4,0,4,3,96,0,20
1,2,1,2,3,96,0,20
1,4,0,2,2,96,1,20
0,1,1,3,2,96,0,20
1,5,1,4,3,96,0,20
0,2,0,4,1,96,0,20
0,4,0,2,4,96,0,20
1,2,1,2,2,96,0,20
1,5,0,2,3,96,0,20
1,3,1,4,3,96,0,20
1,2,0,3,3,96,0,20
0,6,0,3,3,96,0,20
0,4,1,3,4,96,0,20
0,2,1,2,1,96,0,20
0,4,0,2,1,96,0,20
1,2,1,3,4,96,0,20
0,5,0,2,1,96,0,20
0,3,0,3,4,96,0,20
0,6,0,4,2,96,0,20
0,3,1,4,3,96,0,20
0,3,0,2,1,96,0,20
0,4,0,4,1,96,0,20
0,1,0,3,2,96,0,20
1,6,0,2,3,96,0,20
0,1,0,1,2,96,0,20
0,6,0,3,2,96,0,20
0,2,0,3,4,96,0,20
0,5,0,4,2,96,0,20
1,3,0,4,3,96,0,20
1,3,1,1,3,96,0,20
1,3,0,3,3,96,0,20
1,3,1,4,1,96,0,20
0,1,0,2,4,96,0,20
1,4,0,2,4,96,0,20
0,4,0,1,1,96,1,20
0,2,1,2,1,96,0,20
0,4,0,2,2,96,0,20
0,5,1,2,1,96,0,20
0,6,1,3,2,96,0,20
0,5,1,2,1,96,0,20
0,1,0,4,2,96,0,20
1,3,0,2,2,96,0,20
1,2,1,4,1,96,0,20
1,5,0,3,1,96,0,20
0,5,0,2,1,96,0,20
0,3,1,4,1,96,0,20
1,5,1,3,1,96,0,20
1,4,0,3,3,96,0,20
0,3,0,4,1,96,0,20
0,5,0,4,2,96,0,20
1,3,0,2,1,96,0,20
1,5,0,4,1,96,0,20
1,5,0,2,4,96,0,20
1,2,1,1,1,96,0,20
1,6,0,4,1,96,0,20
0,4,0,2,3,96,0,20
0,4,1,2,4,96,0,20
1,6,0,3,4,96,0,20
0,3,0,4,3,96,0,20
1,2,1,2,3,96,0,20
1,6,0,1,1,96,1,20
0,3,0,1,2,96,0,20
0,5,1,1,3,96,0,20
1,5,1,4,3,96,0,20
0,2,1,1,1,96,0,20
0,2,0,4,2,96,0,20
1,3,0,3,4,96,0,20
1,4,0,3,2,96,0,20
0,1,1,4,4,96,0,20
1,4,0,3,3,96,0,20
0,5,0,4,4,96,0,20
1,3,1,2,1,96,0,20
0,2,0,3,4,96,0,20
0,3,1,2,3,96,0,20
0,3,0,2,1,96,0,20
0,1,0,2,1,96,1,20
0,2,1,2,2,96,0,20
0,2,0,3,1,96,0,20
0,2,0,1,1,96,0,20
1,2,1,3,4,96,0,20
0,3,1,3,4,96,0,20
1,3,0,2,1,96,0,20
0,2,1,4,1,96,0,20
1,2,0,4,3,96,0,20
0,5,0,3,2,96,0,20
0,3,0,3,3,96,0,20
0,5,0,3,1,96,0,20
1,5,0,4,1,96,0,20
0,3,0,1,3,96,1,20
0,3,0,4,1,96,0,20
0,6,1,3,2,96,0,20
0,3,0,2,1,96,0,20
0,2,1,1,3,96,0,20
0,3,0,3,2,96,0,20
0,5,1,4,2,96,0,20
0,5,0,2,3,96,0,20
0,1,0,3,1,96,0,20
1,4,1,1,2,96,0,20
1,5,0,1,1,96,0,20
0,1,0,2,4,96,0,20
