A,L,B_true,C_true,M2,M3,B,C,id
0,0.536,0,0,0,0,0.0,0.0,63594
0,-0.491,0,1,0,0,0.0,1.0,4229
1,0.8490000000000001,1,1,0,1,1.0,,93373
0,0.518,1,1,0,1,1.0,,53689
1,-0.206,0,0,0,0,0.0,0.0,30737
0,-1.105,0,1,0,0,0.0,1.0,94714
1,1.232,1,0,0,1,1.0,,44350
1,-1.575,0,0,0,1,0.0,,40576
1,-0.609,1,1,1,1,,,8481
0,-0.512,1,0,0,1,1.0,,4731
1,-1.459,0,1,0,1,0.0,,31218
0,-1.068,1,1,0,1,1.0,,98882
0,1.21,0,0,0,0,0.0,0.0,30026
0,0.295,0,1,0,0,0.0,1.0,15184
0,-1.356,1,1,0,1,1.0,,25114
0,-1.072,1,1,0,1,1.0,,69189
0,-0.731,0,0,0,0,0.0,0.0,93659
1,-0.177,1,1,0,0,1.0,1.0,38548
1,-1.173,1,1,0,1,1.0,,11274
0,0.152,1,1,0,1,1.0,,82963
1,-1.824,0,1,0,1,0.0,,12999
0,-0.929,0,0,0,1,0.0,,83921
0,-1.02,1,1,0,1,1.0,,39340
0,-1.482,0,1,0,0,0.0,1.0,72804
1,-0.696,0,0,1,1,,,18307
0,-0.998,1,1,0,1,1.0,,36251
0,-0.168,1,1,0,1,1.0,,52387
0,-1.2009999999999998,0,1,0,1,0.0,,44898
0,1.25,1,1,0,1,1.0,,4638
1,0.366,0,0,0,1,0.0,,74569
0,0.95,1,1,0,1,1.0,,77575
0,-0.807,0,1,0,1,0.0,,38256
0,0.966,0,1,0,1,0.0,,87356
1,-2.089,0,0,0,1,0.0,,49147
1,-0.974,1,1,1,1,,,42984
0,0.857,1,1,0,1,1.0,,47981
0,0.33,1,1,0,1,1.0,,73812
0,-1.014,1,1,0,1,1.0,,98421
1,-0.583,0,1,1,1,,,5583
0,0.447,0,1,0,0,0.0,1.0,13120
0,-2.205,1,0,0,1,1.0,,32735
1,-0.708,0,1,0,0,0.0,1.0,73383
0,-1.696,0,1,0,0,0.0,1.0,11979
0,-0.954,1,1,0,1,1.0,,124
0,2.479,0,1,0,1,0.0,,51692
0,0.214,1,1,0,1,1.0,,32217
1,-0.9,1,1,0,1,1.0,,58968
1,-0.412,0,0,0,0,0.0,0.0,90263
1,-0.393,1,1,0,1,1.0,,89452
1,-1.308,1,1,0,1,1.0,,56210
1,0.544,1,1,1,1,,,41254
1,-1.776,0,0,0,1,0.0,,98922
0,0.43,0,1,0,1,0.0,,16077
1,0.187,0,0,1,1,,,48530
1,0.13699999999999998,1,0,0,1,1.0,,78042
0,-0.54,1,1,0,1,1.0,,8195
0,0.911,0,0,0,0,0.0,0.0,3276
1,-1.7480000000000002,0,1,0,1,0.0,,2480
0,0.361,0,0,0,0,0.0,0.0,75170
0,-1.567,1,0,0,1,1.0,,54812
0,1.0590000000000002,0,0,0,1,0.0,,87399
1,1.275,0,1,0,1,0.0,,11327
0,-0.27,1,1,0,1,1.0,,8113
0,0.705,0,0,0,0,0.0,0.0,19641
1,0.006,0,1,1,1,,,42994
1,-0.675,1,0,0,1,1.0,,99575
0,0.336,0,0,0,0,0.0,0.0,45432
0,0.49,0,1,0,0,0.0,1.0,33488
0,0.008,0,1,0,1,0.0,,26158
0,-0.52,1,0,0,1,1.0,,85537
1,0.227,0,0,0,0,0.0,0.0,9180
1,-0.087,1,1,1,1,,,81865
0,0.474,1,1,0,1,1.0,,678
0,0.552,1,0,0,1,1.0,,12810
0,-0.208,0,1,0,0,0.0,1.0,87903
0,0.229,0,0,0,1,0.0,,47250
0,-0.124,0,1,0,1,0.0,,43205
1,-0.297,0,0,0,1,0.0,,9417
1,0.861,1,1,0,1,1.0,,42904
1,-0.339,0,1,0,0,0.0,1.0,29029
0,1.0659999999999998,1,1,1,1,,,13251
0,0.163,1,1,1,1,,,72473
0,-0.7,0,0,0,0,0.0,0.0,11975
0,-1.143,1,1,0,1,1.0,,72803
0,-0.177,0,0,0,1,0.0,,25106
0,0.231,0,1,1,1,,,55071
0,-1.978,1,1,0,1,1.0,,763
0,0.064,1,1,0,1,1.0,,16145
0,1.081,0,1,0,1,0.0,,64108
0,0.403,0,0,0,1,0.0,,79725
0,0.083,1,1,0,1,1.0,,63999
1,-0.619,0,0,0,0,0.0,0.0,90093
0,0.7,0,1,0,0,0.0,1.0,78583
1,0.624,1,0,1,1,,,44425
0,1.039,0,1,0,0,0.0,1.0,74985
0,-0.081,0,1,1,1,,,7628
0,0.684,1,1,0,1,1.0,,44925
0,-0.244,0,0,0,0,0.0,0.0,25779
1,-0.048,1,1,0,1,1.0,,32593
0,-0.775,1,1,0,1,1.0,,15835
0,-0.8740000000000001,0,1,0,1,0.0,,43719
1,-0.595,0,1,0,0,0.0,1.0,88290
1,-0.426,0,0,0,0,0.0,0.0,29873
0,-0.976,1,1,0,1,1.0,,78237
0,-0.755,0,1,0,0,0.0,1.0,7025
0,-1.494,1,0,0,1,1.0,,395
0,-0.682,0,1,0,1,0.0,,95042
0,-0.161,0,1,0,1,0.0,,21244
1,-0.336,1,1,0,1,1.0,,36809
0,0.675,0,0,0,0,0.0,0.0,94104
0,-1.497,0,0,0,0,0.0,0.0,20976
0,-0.6659999999999999,1,0,0,1,1.0,,28087
0,-2.55,1,1,0,1,1.0,,67117
1,-0.528,1,1,0,1,1.0,,44709
1,-0.073,1,1,0,1,1.0,,76842
1,0.066,0,0,0,1,0.0,,89717
0,1.467,0,0,0,0,0.0,0.0,74462
1,-0.72,1,1,0,1,1.0,,60509
0,0.329,1,0,0,1,1.0,,43222
0,0.247,1,0,0,1,1.0,,58849
1,-1.318,1,0,0,1,1.0,,71597
0,-1.398,1,1,0,1,1.0,,22442
1,-1.125,0,1,0,1,0.0,,30595
1,-0.579,0,1,0,0,0.0,1.0,10356
1,1.934,1,1,1,1,,,79035
1,0.85,1,1,0,1,1.0,,64002
0,-1.234,1,0,0,1,1.0,,43033
0,-0.264,0,0,0,0,0.0,0.0,97721
0,-0.972,0,0,0,0,0.0,0.0,69803
0,0.32299999999999995,0,0,0,0,0.0,0.0,53195
0,1.019,1,1,0,1,1.0,,69505
1,0.065,0,0,1,1,,,86676
1,0.058,0,1,0,0,0.0,1.0,36787
0,1.7919999999999998,1,1,0,1,1.0,,44339
0,-0.775,1,1,0,1,1.0,,25164
0,1.404,0,1,0,0,0.0,1.0,75099
0,-0.36,0,1,0,0,0.0,1.0,43461
0,1.4580000000000002,0,0,0,0,0.0,0.0,9086
1,0.243,1,0,1,1,,,22582
1,-1.439,1,1,0,1,1.0,,77852
0,-0.833,0,1,0,0,0.0,1.0,28064
0,-0.604,1,0,0,1,1.0,,15432
1,-1.936,0,1,1,1,,,20250
0,0.17,0,0,0,0,0.0,0.0,86421
0,1.547,1,1,0,1,1.0,,73838
0,1.509,0,1,0,0,0.0,1.0,43804
1,0.096,0,1,1,1,,,65792
0,0.152,0,1,1,1,,,885
1,-1.431,1,1,1,1,,,29545
0,0.408,0,0,0,1,0.0,,49224
1,0.831,1,1,0,1,1.0,,26240
0,-0.847,1,1,0,1,1.0,,96924
1,-0.7070000000000001,1,1,0,1,1.0,,59299
0,-2.49,1,1,0,1,1.0,,73971
0,-1.457,0,1,0,0,0.0,1.0,88285
1,-0.955,0,1,0,1,0.0,,72877
0,1.4169999999999998,0,1,1,1,,,54463
0,0.762,1,0,1,1,,,4784
0,-0.034,1,0,0,1,1.0,,8006
1,-0.9,0,1,0,1,0.0,,56266
0,0.612,0,0,0,0,0.0,0.0,67408
0,-2.066,1,1,0,1,1.0,,51792
1,-0.677,0,0,0,1,0.0,,49710
0,-1.452,0,0,0,0,0.0,0.0,39680
1,1.143,0,0,1,1,,,47140
0,0.125,1,0,0,1,1.0,,26648
0,0.8170000000000001,1,1,0,1,1.0,,8260
0,-0.333,0,0,0,1,0.0,,55804
1,-0.873,0,1,0,0,0.0,1.0,9117
1,-0.196,0,0,0,0,0.0,0.0,44320
1,-1.304,1,1,0,1,1.0,,62370
0,-0.913,0,0,0,1,0.0,,27709
0,0.101,0,0,0,0,0.0,0.0,52341
0,-2.592,1,0,0,1,1.0,,12562
0,1.7380000000000002,0,0,0,0,0.0,0.0,88861
0,0.222,1,0,0,1,1.0,,31820
1,-1.406,0,0,0,0,0.0,0.0,12183
1,0.43,1,0,1,1,,,33847
0,-1.635,0,0,0,0,0.0,0.0,4580
1,-1.875,0,1,0,1,0.0,,55874
0,1.16,1,1,0,1,1.0,,89936
0,-0.412,0,0,0,0,0.0,0.0,2759
0,0.503,0,0,0,0,0.0,0.0,44973
0,1.041,1,1,0,1,1.0,,63064
0,1.164,0,1,0,0,0.0,1.0,20883
0,0.799,1,0,0,1,1.0,,39059
1,-0.518,0,1,0,0,0.0,1.0,41894
0,-0.982,0,1,0,0,0.0,1.0,74823
0,-0.631,1,1,0,1,1.0,,51151
0,0.785,1,1,0,1,1.0,,80928
1,0.035,0,0,1,1,,,65192
0,0.077,0,0,0,0,0.0,0.0,37430
0,-1.025,0,0,0,0,0.0,0.0,88413
1,0.106,1,0,1,1,,,89524
0,0.623,0,0,0,0,0.0,0.0,85529
0,2.068,1,0,0,0,1.0,0.0,53280
0,0.625,1,0,0,1,1.0,,26285
1,-0.285,1,1,0,1,1.0,,65616
1,0.91,1,1,0,1,1.0,,55156
1,0.574,0,0,0,0,0.0,0.0,15295
0,0.153,1,1,0,1,1.0,,60999
0,-1.601,1,1,0,1,1.0,,84020
0,0.7240000000000001,1,0,0,1,1.0,,68634
0,-0.316,1,1,0,1,1.0,,8656
0,-1.162,1,1,0,1,1.0,,71891
0,1.198,0,0,1,1,,,16740
1,-0.581,1,1,0,1,1.0,,83643
0,-0.825,0,1,0,1,0.0,,7057
0,1.14,1,0,0,1,1.0,,37443
1,-0.526,1,0,1,1,,,51657
0,-0.368,0,1,0,1,0.0,,44914
1,-0.315,0,1,0,1,0.0,,61889
0,0.365,0,1,0,0,0.0,1.0,14309
1,-0.575,0,0,0,0,0.0,0.0,33959
0,-0.139,0,1,0,0,0.0,1.0,2148
0,0.917,1,1,0,1,1.0,,45862
0,0.446,0,0,0,1,0.0,,37563
0,0.952,1,1,0,1,1.0,,97388
0,-1.806,1,1,0,1,1.0,,76315
0,1.19,1,0,0,1,1.0,,36653
0,-0.342,1,1,0,1,1.0,,35940
0,-1.147,0,0,0,1,0.0,,40684
0,-0.521,1,1,0,1,1.0,,15218
1,0.315,0,1,0,1,0.0,,50715
0,-0.196,0,1,0,1,0.0,,25970
0,-2.515,1,0,0,1,1.0,,66464
0,0.344,0,0,0,1,0.0,,40451
0,0.479,1,1,0,1,1.0,,1703
0,-1.773,0,1,0,0,0.0,1.0,45512
1,0.14800000000000002,1,1,0,1,1.0,,31385
0,0.14,0,1,0,0,0.0,1.0,70958
0,1.188,0,0,0,0,0.0,0.0,64502
1,-0.225,0,1,0,0,0.0,1.0,4672
1,0.297,1,0,0,1,1.0,,6791
1,0.35200000000000004,1,1,0,1,1.0,,69849
1,-1.722,1,1,0,1,1.0,,44631
0,-1.477,0,1,0,1,0.0,,26002
0,0.2,1,1,0,1,1.0,,58025
0,0.708,0,1,0,1,0.0,,27645
1,1.652,1,1,0,1,1.0,,56201
1,-1.082,0,1,0,1,0.0,,19890
0,0.206,1,1,0,1,1.0,,27129
1,0.42,0,0,0,1,0.0,,48413
0,-0.34600000000000003,1,1,0,1,1.0,,17116
1,-0.321,1,1,0,1,1.0,,72859
1,0.354,0,0,0,0,0.0,0.0,93280
0,-1.967,0,1,1,1,,,46862
0,-0.997,0,0,0,0,0.0,0.0,91956
1,0.362,0,0,0,0,0.0,0.0,4915
0,0.456,0,0,0,0,0.0,0.0,20055
1,0.455,0,0,0,0,0.0,0.0,14276
1,-0.624,1,1,0,1,1.0,,23159
0,0.947,1,1,0,1,1.0,,71026
0,-0.843,1,1,0,1,1.0,,51814
1,1.491,0,0,0,1,0.0,,30270
1,1.681,0,1,0,0,0.0,1.0,13891
1,0.236,1,1,0,1,1.0,,96587
0,-0.193,0,1,0,1,0.0,,10563
0,0.28300000000000003,0,1,0,0,0.0,1.0,18027
0,-0.02,0,1,0,1,0.0,,96531
0,0.161,1,1,0,1,1.0,,64989
0,0.214,1,1,0,1,1.0,,44092
1,-0.297,0,1,0,0,0.0,1.0,10429
0,-0.708,0,0,0,1,0.0,,13592
0,0.183,1,1,0,0,1.0,1.0,38854
0,-0.757,1,1,0,1,1.0,,44
0,0.608,0,0,0,1,0.0,,94205
0,-0.7609999999999999,0,1,0,0,0.0,1.0,81639
1,-0.611,0,1,0,0,0.0,1.0,56839
0,1.046,1,1,0,1,1.0,,17284
1,0.37,1,1,0,1,1.0,,23543
0,-0.8490000000000001,0,0,0,1,0.0,,88282
0,1.38,0,1,0,1,0.0,,16391
0,-0.3670000000000001,0,0,0,0,0.0,0.0,93243
1,0.775,0,0,0,0,0.0,0.0,14435
0,-0.597,0,1,0,0,0.0,1.0,16059
0,-0.586,1,1,0,1,1.0,,12867
0,0.002,1,1,0,1,1.0,,47255
0,0.297,0,1,0,1,0.0,,28872
1,-0.151,1,1,0,1,1.0,,15619
1,0.8440000000000001,0,0,0,0,0.0,0.0,46343
0,-0.918,0,0,0,0,0.0,0.0,56085
0,0.17800000000000002,1,0,0,1,1.0,,60746
0,-0.257,1,0,0,1,1.0,,98126
0,-1.01,0,0,0,1,0.0,,95276
1,-1.276,0,1,0,1,0.0,,89791
0,-0.345,1,0,0,1,1.0,,13752
0,0.915,1,1,0,1,1.0,,32254
1,0.373,0,1,0,0,0.0,1.0,29044
1,0.006999999999999999,0,0,0,0,0.0,0.0,20169
1,0.918,0,0,0,0,0.0,0.0,1347
0,0.715,0,0,0,0,0.0,0.0,93475
0,-1.122,0,0,0,1,0.0,,60527
1,1.621,0,0,1,1,,,53596
0,0.787,0,0,0,1,0.0,,21322
0,-0.299,1,1,0,1,1.0,,66997
0,1.757,0,1,0,0,0.0,1.0,37222
0,0.313,1,0,0,1,1.0,,26765
1,-0.16899999999999998,1,1,0,1,1.0,,89908
0,1.105,0,0,0,1,0.0,,6612
1,-0.657,0,1,0,0,0.0,1.0,66392
1,0.493,0,1,0,0,0.0,1.0,26288
0,0.58,0,0,0,1,0.0,,44246
0,-1.033,0,1,0,0,0.0,1.0,83260
1,-0.581,0,0,1,1,,,17031
0,-0.5760000000000001,0,0,0,0,0.0,0.0,86872
0,0.192,0,1,0,0,0.0,1.0,57098
0,0.6890000000000001,0,0,0,1,0.0,,82914
0,-0.248,0,0,0,1,0.0,,48287
0,2.253,0,1,0,0,0.0,1.0,14313
0,-1.564,0,0,0,1,0.0,,46034
1,-1.58,1,1,0,1,1.0,,31861
1,0.36,0,1,1,1,,,76009
0,1.595,1,1,0,1,1.0,,79731
0,-0.075,0,0,0,0,0.0,0.0,51700
1,-0.38,0,1,1,1,,,67259
1,0.765,0,1,1,1,,,9377
1,-0.07400000000000001,0,1,0,0,0.0,1.0,73404
0,0.54,1,0,0,1,1.0,,53505
1,0.171,1,0,0,1,1.0,,78878
0,0.482,0,0,0,0,0.0,0.0,80452
0,-0.272,0,0,0,0,0.0,0.0,42273
1,-0.055,1,1,0,1,1.0,,3420
0,1.693,0,1,0,0,0.0,1.0,74353
0,0.445,1,1,0,1,1.0,,59976
1,-0.6890000000000001,0,0,0,1,0.0,,85518
0,-0.455,0,1,0,0,0.0,1.0,11339
1,-1.003,1,0,0,1,1.0,,54130
0,1.926,1,0,0,1,1.0,,41488
1,-0.228,0,0,0,1,0.0,,42733
0,-0.03,0,1,0,0,0.0,1.0,50644
1,-0.35700000000000004,0,0,0,0,0.0,0.0,12799
0,0.848,0,1,0,0,0.0,1.0,62810
0,-1.86,0,0,0,0,0.0,0.0,32028
0,-0.588,0,0,0,0,0.0,0.0,24265
1,-0.16399999999999998,1,1,0,1,1.0,,90685
1,-0.809,1,1,0,1,1.0,,57849
1,-1.061,0,0,0,1,0.0,,72396
1,0.037000000000000005,0,1,1,1,,,77300
0,1.296,1,0,0,1,1.0,,10544
0,-0.383,0,0,0,1,0.0,,91538
1,0.01,0,0,0,0,0.0,0.0,17634
1,-0.513,1,1,0,1,1.0,,35929
0,-0.404,0,1,0,1,0.0,,85229
1,-1.402,0,0,1,1,,,45754
1,-1.6769999999999998,1,1,0,1,1.0,,93257
0,-1.406,1,1,0,1,1.0,,17501
0,-0.928,1,1,0,1,1.0,,70722
0,-0.35100000000000003,1,1,0,1,1.0,,1948
1,-1.026,0,0,0,0,0.0,0.0,79217
0,0.825,0,1,0,0,0.0,1.0,84602
1,1.931,0,1,0,0,0.0,1.0,6253
0,1.376,0,1,0,1,0.0,,4063
1,-0.6409999999999999,1,0,0,1,1.0,,13733
0,0.122,1,1,0,0,1.0,1.0,59898
0,0.638,1,1,0,1,1.0,,20369
0,-0.989,1,0,0,1,1.0,,48591
0,0.5,1,0,0,1,1.0,,16856
1,1.518,0,0,0,0,0.0,0.0,16147
0,-0.475,1,1,0,0,1.0,1.0,97364
1,-1.642,1,1,0,1,1.0,,31099
0,1.227,0,0,0,0,0.0,0.0,99273
1,0.418,0,0,0,1,0.0,,91062
0,-0.523,0,1,0,0,0.0,1.0,29957
1,-0.505,0,1,0,0,0.0,1.0,57066
0,-0.319,1,1,0,1,1.0,,4183
1,0.6,1,1,0,1,1.0,,43975
0,-0.816,0,1,0,0,0.0,1.0,50234
1,1.6769999999999998,1,0,0,1,1.0,,9795
1,0.175,0,0,0,0,0.0,0.0,79992
0,-0.18,0,1,0,0,0.0,1.0,14658
1,0.591,0,0,0,0,0.0,0.0,78783
0,-0.545,0,0,0,0,0.0,0.0,63423
0,-0.675,0,1,0,1,0.0,,13246
0,-0.853,0,0,0,0,0.0,0.0,17605
1,-1.218,1,1,0,1,1.0,,7562
1,1.257,1,1,0,1,1.0,,43498
1,-1.435,1,1,0,1,1.0,,53367
1,1.463,0,1,0,0,0.0,1.0,36544
0,1.88,0,0,0,0,0.0,0.0,24842
1,-1.994,1,1,1,1,,,53567
0,-0.963,0,1,1,1,,,68484
1,-0.8,0,1,0,0,0.0,1.0,33004
1,0.443,1,0,0,1,1.0,,6376
1,0.416,0,1,0,1,0.0,,99263
0,1.261,0,0,1,1,,,58341
0,-1.509,0,0,0,1,0.0,,77320
0,-0.377,0,0,0,1,0.0,,2385
1,-0.544,0,1,0,0,0.0,1.0,4147
0,-1.661,1,1,0,1,1.0,,21333
0,-1.273,1,1,0,1,1.0,,73471
1,-0.421,0,1,0,0,0.0,1.0,59402
1,-0.8320000000000001,1,0,0,1,1.0,,61249
0,-1.128,0,1,0,0,0.0,1.0,89133
1,-0.127,0,0,1,1,,,15569
0,-1.796,1,0,0,1,1.0,,42028
0,2.168,1,0,0,1,1.0,,2332
0,-1.175,0,0,0,0,0.0,0.0,32784
1,1.087,0,0,0,0,0.0,0.0,9499
0,-0.329,0,0,0,1,0.0,,91165
1,-1.57,1,0,0,1,1.0,,61908
0,0.196,1,1,0,1,1.0,,94532
1,-0.858,0,0,0,0,0.0,0.0,20722
1,0.6990000000000001,1,0,0,1,1.0,,6199
0,0.8220000000000001,0,0,0,0,0.0,0.0,74199
1,-0.604,0,0,1,1,,,75397
1,-1.669,1,1,0,1,1.0,,8320
0,0.578,1,0,0,1,1.0,,99212
0,-0.114,0,1,0,0,0.0,1.0,9582
1,0.961,1,1,0,1,1.0,,95
0,0.92,0,1,0,1,0.0,,29578
1,-0.5820000000000001,1,1,0,1,1.0,,10249
0,1.493,0,1,0,1,0.0,,14524
0,-2.022,0,0,1,1,,,39801
0,-1.077,0,1,0,0,0.0,1.0,16411
1,1.854,0,0,1,1,,,66297
1,0.183,1,0,0,1,1.0,,72458
0,-0.371,0,1,0,0,0.0,1.0,62833
0,-1.091,1,1,0,1,1.0,,83823
1,-0.416,0,0,0,0,0.0,0.0,15225
0,-0.962,1,1,0,1,1.0,,76707
0,-0.8340000000000001,1,0,0,1,1.0,,75880
0,-0.687,0,1,0,1,0.0,,51787
0,-0.35600000000000004,0,0,0,0,0.0,0.0,643
0,0.667,0,1,0,0,0.0,1.0,59085
0,-0.633,0,0,1,1,,,9610
0,2.055,1,0,0,1,1.0,,71522
1,0.306,1,0,0,1,1.0,,28735
0,0.354,0,0,0,0,0.0,0.0,59059
0,1.054,0,1,0,1,0.0,,3320
0,0.893,0,0,0,0,0.0,0.0,61069
0,0.365,0,0,0,1,0.0,,51721
0,-0.655,1,0,0,1,1.0,,50730
1,0.684,0,0,1,1,,,80558
0,1.219,1,1,0,1,1.0,,29969
0,-0.03,0,1,1,1,,,89035
0,0.701,0,0,0,0,0.0,0.0,28412
1,-0.5670000000000001,1,0,0,1,1.0,,76256
1,-1.741,0,1,0,1,0.0,,83393
0,-0.927,0,0,0,0,0.0,0.0,50991
0,1.227,1,1,0,1,1.0,,38173
1,-0.7509999999999999,1,0,0,1,1.0,,19799
1,0.759,1,1,1,1,,,37945
0,0.14400000000000002,1,0,0,1,1.0,,15650
0,0.075,0,0,0,1,0.0,,71382
0,0.76,0,1,0,0,0.0,1.0,68407
0,0.5489999999999999,1,1,0,1,1.0,,95717
1,-0.18600000000000005,1,1,0,1,1.0,,78862
0,-0.315,0,0,0,1,0.0,,93617
0,0.094,0,0,0,1,0.0,,75599
0,0.898,0,1,0,0,0.0,1.0,99715
1,1.544,1,1,0,1,1.0,,49863
0,-0.093,1,1,0,1,1.0,,20794
0,1.269,0,1,0,0,0.0,1.0,33840
0,-0.5589999999999999,0,1,0,1,0.0,,35121
0,0.274,0,0,0,0,0.0,0.0,76435
0,-1.342,0,0,0,0,0.0,0.0,15706
0,0.302,1,1,0,1,1.0,,7160
1,0.067,1,1,0,1,1.0,,20205
1,1.249,0,1,0,0,0.0,1.0,93422
1,-1.005,0,1,0,0,0.0,1.0,5599
1,-0.546,0,0,0,0,0.0,0.0,61764
0,-0.447,0,1,0,0,0.0,1.0,34899
1,0.472,0,0,0,0,0.0,0.0,19449
1,-0.469,0,1,0,0,0.0,1.0,15956
1,1.268,0,0,0,1,0.0,,13078
0,-0.44,0,0,0,0,0.0,0.0,73639
0,0.501,1,1,0,1,1.0,,7142
0,-0.545,0,1,0,0,0.0,1.0,35516
1,0.362,1,1,0,1,1.0,,48862
1,1.091,1,1,0,1,1.0,,78868
1,0.594,1,0,0,1,1.0,,68167
0,0.503,0,0,0,1,0.0,,90717
0,0.853,1,1,0,1,1.0,,30833
1,1.009,0,0,1,1,,,80080
1,-0.389,0,1,0,1,0.0,,29586
0,-0.371,1,1,0,1,1.0,,56454
0,1.153,1,0,0,1,1.0,,10150
0,-0.72,0,1,0,0,0.0,1.0,92489
0,-0.294,0,0,0,1,0.0,,83357
0,0.6709999999999999,0,0,0,1,0.0,,90492
1,-0.251,1,1,0,1,1.0,,23560
0,0.024,0,0,0,0,0.0,0.0,92510
0,2.082,0,0,0,1,0.0,,68836
0,-0.82,1,1,0,1,1.0,,67150
0,0.17600000000000002,0,1,0,1,0.0,,8156
0,1.663,0,0,0,0,0.0,0.0,30282
0,-1.058,0,1,0,1,0.0,,50031
1,0.457,0,0,0,0,0.0,0.0,34115
0,0.301,0,1,0,1,0.0,,75836
0,-0.43,0,0,0,1,0.0,,34680
1,-0.789,0,0,1,1,,,22567
1,0.821,1,0,0,1,1.0,,58102
1,0.022,0,1,1,1,,,54338
0,-0.8440000000000001,0,0,0,0,0.0,0.0,4428
0,-0.43,1,1,0,1,1.0,,53477
0,0.29600000000000004,1,0,0,1,1.0,,83978
1,-0.234,0,0,0,0,0.0,0.0,48534
1,1.416,1,1,0,1,1.0,,1366
0,-1.166,0,1,0,1,0.0,,49907
1,1.031,0,1,0,1,0.0,,46105
1,1.075,1,1,0,1,1.0,,17737
0,0.623,0,0,0,0,0.0,0.0,84131
1,-0.06,1,1,0,1,1.0,,84734
0,-0.325,0,0,1,1,,,11599
0,1.123,1,1,0,1,1.0,,53307
1,0.253,1,0,1,1,,,22260
0,-0.458,1,1,0,0,1.0,1.0,59383
0,-0.8390000000000001,1,1,0,1,1.0,,14822
0,-0.121,1,1,0,1,1.0,,68426
0,-1.577,0,0,0,0,0.0,0.0,33746
0,0.324,0,0,0,0,0.0,0.0,50786
0,-0.6459999999999999,0,1,0,1,0.0,,21335
1,-0.942,0,0,0,0,0.0,0.0,63750
1,0.513,0,0,0,0,0.0,0.0,8722
1,0.64,1,0,0,1,1.0,,93360
0,0.111,0,0,0,0,0.0,0.0,27678
0,-0.163,1,1,0,1,1.0,,2541
0,-0.802,1,1,0,1,1.0,,23862
0,-1.057,0,1,0,1,0.0,,3352
1,-1.099,1,1,1,1,,,77026
0,0.715,0,1,0,0,0.0,1.0,90270
0,-0.698,0,0,0,1,0.0,,8515
1,0.397,1,1,1,1,,,68159
0,-1.158,0,1,0,0,0.0,1.0,93385
0,-1.085,0,0,0,1,0.0,,43451
1,-0.657,1,1,1,1,,,73055
0,-0.071,1,1,0,1,1.0,,19051
0,-0.044,0,1,0,0,0.0,1.0,8701
0,-0.468,0,0,0,0,0.0,0.0,60795
0,0.134,1,1,0,1,1.0,,26860
0,-0.161,0,1,0,0,0.0,1.0,68692
0,-0.247,0,0,0,1,0.0,,12754
0,-0.062,1,1,0,1,1.0,,15030
0,-0.069,0,1,0,1,0.0,,70331
1,0.16899999999999998,0,0,0,1,0.0,,1692
0,-1.262,0,1,0,0,0.0,1.0,67830
0,0.29600000000000004,0,0,0,1,0.0,,60294
0,-0.239,1,1,0,1,1.0,,79906
0,-1.004,0,0,1,1,,,49575
1,0.8320000000000001,0,1,0,0,0.0,1.0,42391
0,1.689,0,1,0,1,0.0,,70549
0,0.669,0,1,0,0,0.0,1.0,59575
0,1.519,0,0,0,1,0.0,,20311
1,1.154,0,1,1,1,,,62514
0,-0.955,0,0,0,0,0.0,0.0,71909
1,0.752,1,1,0,1,1.0,,99814
1,-0.8390000000000001,0,0,0,1,0.0,,30845
0,0.15,0,1,0,1,0.0,,73849
1,0.667,1,1,0,1,1.0,,58915
0,-1.829,0,1,0,1,0.0,,15685
0,-1.025,0,1,0,0,0.0,1.0,89518
1,0.438,0,1,0,1,0.0,,42331
0,-0.516,0,0,0,1,0.0,,36573
1,1.636,0,1,0,1,0.0,,84109
1,-0.894,0,0,0,1,0.0,,86527
0,-0.031,1,0,0,1,1.0,,20759
0,-0.8270000000000001,0,0,0,1,0.0,,9652
0,-1.499,0,1,1,1,,,96688
1,-1.864,0,0,0,1,0.0,,99510
0,1.087,0,1,0,1,0.0,,17840
0,0.113,0,0,0,0,0.0,0.0,22303
0,-1.3769999999999998,0,0,0,0,0.0,0.0,71063
1,-0.518,1,0,0,1,1.0,,34346
0,1.149,0,1,0,0,0.0,1.0,82168
0,0.446,0,1,0,0,0.0,1.0,57657
0,0.251,1,1,1,1,,,77157
0,-0.05,1,0,0,1,1.0,,29387
0,-1.423,0,1,0,0,0.0,1.0,69979
0,-0.397,1,0,0,1,1.0,,50395
0,0.378,0,0,0,0,0.0,0.0,66609
0,-0.016,1,1,0,1,1.0,,21840
0,-0.307,0,0,0,1,0.0,,39089
1,-1.305,1,1,1,1,,,67286
0,0.002,1,0,0,1,1.0,,18172
0,-0.021,1,0,0,1,1.0,,84197
1,-0.461,1,0,0,1,1.0,,26085
1,0.745,1,1,0,1,1.0,,50949
1,-1.622,1,0,0,1,1.0,,15840
0,-2.44,1,1,0,1,1.0,,94317
0,-0.731,1,0,1,1,,,65576
0,0.985,1,1,0,1,1.0,,8203
0,-0.461,1,1,0,1,1.0,,39209
0,-0.441,0,1,0,0,0.0,1.0,59533
0,1.589,1,1,0,1,1.0,,5295
0,-1.291,1,1,0,1,1.0,,14914
0,-1.028,0,1,0,0,0.0,1.0,24162
0,0.52,1,0,0,1,1.0,,9458
0,-0.223,1,1,0,1,1.0,,62358
